store,sku,name,brand,category,quantity_value,quantity_unit,pack_size,price_eur,price_bgn
Kaufland,00040906,Димитър Маджаров Биволско кисело мляко,Маджаров,Млечни продукти,,,,1.3,2.54
Kaufland,00094224,Мероне Кашкавал от краве мляко,,Млечни продукти,,,,12.16,23.78
Kaufland,20656339,MADETA Синьо сирене 60% масленост,,Млечни продукти,,,,1.58,3.09
Kaufland,04301136,Gerber Пюре различни видове,,Други,,,,1.53,2.99
Kaufland,00013763,Gerber Пюре различни видове,,Други,,,,1.53,2.99
Kaufland,20782936,NAN OPTIPRO 3 Aдаптирано мляко,,Млечни продукти,,,,23,44.98
Kaufland,00102265,Free Time Руло различни видове,,Други,,,,0.32,0.63
Kaufland,20777299,Garnier Боя за коса Olia различни цветове,Garnier,Други,,,,4.59,8.98
Kaufland,20832342,ORAL-B Резервна глава различни видове,Oral-B,Други,,,,15.33,29.98
Kaufland,00090876,Gliss Маска за коса 4 в 1,,Други,,,,5.11,9.99
Kaufland,00115157,Rexona Деоспрей Advanced Protection различни видове,,Други,,,,2.86,5.59
Kaufland,00106000,Oral-B Резервна глава различни видове,Oral-B,Други,,,,15.33,29.98
Kaufland,20265326,Oral-B Електрическа четка за зъби Vitality Pro,Oral-B,Други,,,,25.56,49.99
Kaufland,00080241,El Sabor Тортила чипс различни видове,,Снаксове,,,,1.78,3.48
Kaufland,20756859,Престиж Бисквити тунквани,,Сладкарски изделия,,,,1.87,3.66
Kaufland,02300144,"Бургаско Бира 4,2% vol",,Напитки алкохолни,,,,1.01,1.98
Kaufland,20726595,ENERGIZER Бутонни батерии CR2032 4 + 2 бр.,,Месо и колбаси,2.0,pcs,,2.04,3.99
Kaufland,20784938,"CROWN LED SMART телевизор 32FB12AW 32"" (81 см)",,Други,,,,102.2,199.89
Kaufland,20772888,"CROWN LED LCD телевизор 40FB22FH 40"" (101 см)",,Други,,,,132.88,259.89
Kaufland,20784666,Gembird ТВ стойка,,Други,,,,7.66,14.98
Kaufland,20612904,Switch on Разклонител различни видове,,Други,,,,10.22,19.99
Kaufland,00082325,"Osram LED Star лампа 4,9 W",,Други,,,,1.27,2.48
Kaufland,00082326,Osram LED Star лампа 10 W,,Други,,,,1.78,3.48
Kaufland,00082350,Osram LED Star лампа 8 W,,Други,,,,1.53,2.99
Kaufland,00082352,Osram LED Star лампа 13 W,,Други,,,,3.06,5.98
Kaufland,00082381,"Osram LED крушка Е27, 19 W",,Други,,,,6.13,11.99
Kaufland,20839424,MyProject Спрей размразител за стъкла,,Други,,,,1.53,2.99
Kaufland,20839407,MyProject Зимна течност за чистачки,,Други,,,,5.11,9.99
Kaufland,20788620,Home Practic Комплект гедоре 1/4,,Други,,,,8.17,15.98
Kaufland,20683034,Home Practic Отвертка 18 в 1,,Други,,,,2.04,3.99
Kaufland,20195811,Esperanza Стойка за телефон Beetle,,Други,,,,3.06,5.98
Kaufland,20284855,Стълба 3 x 6 стъпала,,Други,,,,61.3,119.89
Kaufland,20763591,"Tip Top Антифриз G12 или G11, 1 л",,Други,1.0,l,,1.27,2.48
Kaufland,20767324,S POWER Зимна течност за чистачки до -20° С,,Други,,,,1.78,3.48
Kaufland,07700630,Автокомпресор 12 V,,Други,,,,11.75,22.98
Kaufland,00090023,Автоаптечка,,Други,,,,5.11,9.99
Kaufland,00064082,Стелаж 5 нива,,Други,,,,20.44,39.98
Kaufland,00013970,"Avalon Комплек постелки за автомобил, 4 части",,Други,,,,6.64,12.99
Kaufland,00018569,Автомобилна чистачка 30 - 71 см,,Други,,,,1.12,2.19
Kaufland,20604128,Parkside Уред за заточване на вериги PSG 85 C2,Parkside,Други,,,,23,44.98
Kaufland,20274227,"Parkside Бензинова косачка PBRM 39 2,4 kW",Parkside,Други,,,,117.54,229.89
Kaufland,20679603,PARKSIDE Електрически верижен трион PEKS 2200 A1,Parkside,Други,,,,76.69,149.99
Kaufland,20604180,"Parkside Акумулаторен трион PKSA 20-L дължина на рязане до 23 см,",Parkside,Инструменти,,,,61.3,119.89
Kaufland,00052478,Лактофол Спрей за орхидеи,,Други,,,,1.53,2.99
Kaufland,00045176,Торфена смес за разсади,,Други,,,,2.8,5.48
Kaufland,00045177,Торфена смес за орхидеи,,Други,,,,2.8,5.48
Kaufland,00074809,Наш двор Семена,,Други,,,,0.5,0.98
Kaufland,00036632,"Лактофол Тор за орхидеи, азалии, рододендрони",,Други,,,,1.27,2.48
Kaufland,20738402,PARKSIDE Брадва или чук с дълга дръжка,Parkside,Други,,,,15.33,29.98
Kaufland,20723402,PARKSIDE Акумулаторен трион за клони с батерия 12 V,Parkside,Инструменти,,,,34.76,67.98
Kaufland,20814314,PARKSIDE Косачка робот City Smart PAMRC 250 A1,Parkside,Други,,,,255.59,499.89
Kaufland,20758866,PARKSIDE Палатка,Parkside,Други,,,,102.2,199.89
Kaufland,20820338,PARKSIDE Бензинов верижен трион PBKS 2 kW,Parkside,Други,,,,86.87,169.9
Kaufland,20685380,Parkside Ножова дробилка PMH 2400 C3,Parkside,Месо и колбаси,,,,97.14,189.99
Kaufland,20743177,PARKSIDE Градинарска лопата различни видове,Parkside,Други,,,,16.35,31.98
Kaufland,20849531,PARKSIDE Стойка за цепене на дърва,Parkside,Други,,,,25.56,49.99
Kaufland,20728378,Parkside Градинарска ножица телескопична,Parkside,Други,,,,12.77,24.98
Kaufland,20898210,FIRST Контакт грил FA-5343-4,,Други,,,,20.44,39.98
Kaufland,20887264,HOME PRACTIC Уред за вакуумиране,,Други,,,,10.22,19.99
Kaufland,20894923,MUHLER Електрическа скара със стъклен капак,Muhler,Други,,,,35.78,69.98
Kaufland,20890381,Finlux Фритюрник FDF-2518BS,,Други,,,,30.67,59.99
Kaufland,20757524,Termomax Електрическа фурна BR1010,,Други,,,,23,44.98
Kaufland,20683215,MUHLER Миничопър BCH400,Muhler,Други,,,,10.22,19.99
Kaufland,20768903,Ayco Сандвич тостер,,Хляб и печива,,,,8.17,15.98
Kaufland,20766172,BRAVISSIMO Еспресо машина 3в1,,Кафе и чай,,,,56.19,109.9
Kaufland,20344966,SAMSUNG Микровълнова фурна MS20A3010,,Други,,,,71.53,139.9
Kaufland,20824676,NEO Пасатор HB-250,,Други,,,,6.13,11.99
Kaufland,00111353,BRAVISSIMO Мултикукър BMC533,,Други,,,,40.84,79.88
Kaufland,00080398,Crown Индукционен котлон CVIC -2002,,Други,,,,17.89,34.99
Kaufland,00110788,Tefal Фритюрник с горещ въздух EY1308,Tefal,Други,,,,51.12,99.98
Kaufland,00113365,CROWN Керамичен плот за вграждане,,Други,,,,56.19,109.9
Kaufland,20845044,ECOMED Шиацу масажор NM-30E,,Други,,,,26.58,51.99
Kaufland,00054008,Beurer Апарат зa кръвно налягане,,Други,,,,20.44,39.98
Kaufland,20892988,PHILIPS Епилатор BRE228/00,Philips,Други,,,,24.53,47.98
Kaufland,20700222,Philips One Blade Самобръсначка QP1424/20,Philips,Други,,,,17.89,34.99
Kaufland,20781253,XIAOMI Сешоар H101 EU BHR7474EU,,Други,,,,19.42,37.98
Kaufland,20892734,ROWENTA Парочистачка RY6555WH,,Други,,,,66.41,129.89
Kaufland,20504280,PHILIPS Парогенератор HI5920/20,Philips,Други,,,,71.53,139.9
Kaufland,20270723,Tefal Ютия FV1710,Tefal,Други,,,,17.89,34.99
Kaufland,20895078,LIV&BO Кошче 3 л,,Други,3.0,l,,6.64,12.99
Kaufland,20778140,LIV&BO Ръчен душ,,Други,,,,3.57,6.98
Kaufland,20672071,Liv&Bo Перо за подсушаване на баня различни цветове,,Други,,,,1.02,1.99
Kaufland,20895290,K-CLASSIC Комплект за тоалетна,K-Classic,Други,,,,1.53,2.99
Kaufland,20899260,LIV&BO Комплект кошници 2 бр.,,Други,2.0,pcs,,2.04,3.99
Kaufland,20738426,Liv&Bo Електрически дозатор за сапун,,Козметика,,,,8.17,15.98
Kaufland,20613061,Casa si Седалка за тоалетна чиния,,Дом,,,,12.77,24.98
Kaufland,20675065,Liv&Bo Етажерка на колелца,,Други,,,,10.22,19.99
Kaufland,20882914,LIV&BO Кутии за съхранение различни видове,,Други,,,,3.57,6.98
Kaufland,20572740,Подложка за обувки 45 х 30 см,,Други,,,,1.02,1.99
Kaufland,20345530,K-Classic Количка за пазаруване с хладилна чанта,K-Classic,Други,,,,23,44.98
Kaufland,20281296,K-Classic Спрей моп,K-Classic,Почистващи,,,,7.15,13.98
Kaufland,20779807,K-Classic Комплект резерви различни видове,K-Classic,Други,,,,1.27,2.48
Kaufland,20667216,LIV&BO Душ комплект,,Други,,,,40.9,79.99
Kaufland,20911779,LUMINARC Чиния за пица Carine Ø32 см,,Дом,,,,2.55,4.99
Kaufland,20912390,LUMINARC Десертна чиния Harena Ø19 см,,Сладкарски изделия,,,,1.12,2.19
Kaufland,20014526,LUMINARC Купа за салата Harena Ø27 см,,Плодове и зеленчуци,,,,3.83,7.49
Kaufland,20014528,LUMINARC Чиния Harena Ø23 см или Купа Harena Ø16 см,,Дом,,,,1.22,2.39
Kaufland,20912350,BRIO Касерола Red Hot или Тиган за палачинки Red Hot,Brio,Дом,,,,7.15,13.98
Kaufland,20912378,BRIO Тиган Red Hot,Brio,Дом,,,,8.68,16.98
Kaufland,20912356,BRIO Тава Red Hot 32 х 7 см,Brio,Други,,,,8.68,16.98
Kaufland,20912345,BRIO Тиган Red Hot Ø22 см,Brio,Дом,,,,6.89,13.48
Kaufland,20912346,BRIO Тиган Red Hot Ø24 см,Brio,Дом,,,,7.66,14.98
Kaufland,20912348,BRIOBRIO Уок Тиган Red Hot,,Дом,,,,11.24,21.98
Kaufland,20912352,BRIO Тенджера Red Hot,Brio,Дом,,,,9.96,19.48
Kaufland,20912353,BRIO Тенджера Red Hot Ø22 х 9 см,Brio,Дом,,,,11.24,21.98
Kaufland,20912354,"BRIO Тенджера Red Hot 4 л, Ø24 х 10,5 см",Brio,Дом,,,,12.77,24.98
Kaufland,20912355,"BRIO Тава Red Hot 35,5 х 24,8 х 6,2 см",Brio,Други,,,,10.22,19.99
Kaufland,20912362,TOP POT Форма за кекс различни размери,,Хляб и печива,,,,3.57,6.98
Kaufland,20912308,TOP POT Форма за торта Ø26 см,,Сладкарски изделия,,,,4.85,9.49
Kaufland,20912374,"TOP POT Тава за печене 28 х 22 х 5,4 см",,Други,,,,2.55,4.99
Kaufland,20912307,"TOP POT Форма за хляб 25,7 х 12 х 5,6 см",,Хляб и печива,,,,1.78,3.48
Kaufland,20912310,TOP POT Форма за печене различни видове,,Други,,,,3.32,6.49
Kaufland,20912052,DILIOS Спален комплект 3 части,,Други,,,,20.44,39.98
Kaufland,20912053,DILIOS Спален комплект 4 части,,Други,,,,28.06,54.88
Kaufland,20912054,DILIOS Спален комплект 5 части,,Други,,,,35.73,69.88
Kaufland,20912051,DILIOS Одеяло Онтарио 140 х 200 см,,Други,,,,12.77,24.98
Kaufland,20897011,PARKSIDE Принадлежности за рязане или полиране,Parkside,Други,,,,1.27,2.48
Kaufland,20672047,Parkside Уплътнители различни видове,Parkside,Други,,,,5.11,9.99
Kaufland,20620163,Parkside Комплект Направи си сам различни видове,Parkside,Други,,,,2.04,3.99
Kaufland,20897379,PARKSIDE Маркер за дълбоки отвори,Parkside,Други,,,,3.57,6.98
Kaufland,20898367,PARKSIDE Универсално въже 30 м,Parkside,Други,,,,3.57,6.98
Kaufland,20674096,Parkside Винтове или дюбели различни видове,Parkside,Други,,,,5.11,9.99
Kaufland,20841213,PARKSIDE Пистолет за горещ въздух PHLGB 2000,Parkside,Други,,,,10.22,19.99
Kaufland,20895634,PARKSIDE Стелаж,Parkside,Други,,,,40.9,79.99
Kaufland,20890984,PARKSIDE Комплект триони 3 части,Parkside,Други,,,,8.17,15.98
Kaufland,20760585,Parkside Комплект Направи си сам различни видове,Parkside,Други,,,,1.02,1.99
Kaufland,20719850,Parkside Комплект битове различни видове,Parkside,Инструменти,,,,2.55,4.99
Kaufland,20811361,Parkside Комплект четки различни видове,Parkside,Други,,,,1.53,2.99
Kaufland,20776245,Parkside Комплект отвертки 37 части,Parkside,Други,,,,10.22,19.99
Kaufland,20776244,Parkside Сет клещи за фина механика 4 бр.,Parkside,Други,4.0,pcs,,5.11,9.99
Kaufland,20789049,Parkside Комплект Замба 358 части,Parkside,Други,,,,12.77,24.98
Kaufland,20807180,PARKSIDE Инфрачервен термограф PTI 380 C,Parkside,Други,,,,11.75,22.98
Kaufland,20896305,AGLIKA Микрофибърна кърпа 40 х 70 см,,Други,,,,0.76,1.49
Kaufland,20684280,PARKSIDE Бензинов храсторез PBHS 700 A1,Parkside,Други,,,,112.43,219.89
Kaufland,20759122,Товарна количка с платформа,,Други,,,,25.56,49.99
Kaufland,20741126,Home Practic Стълба 3 стъпала,,Други,,,,17.89,34.99
Kaufland,20741125,Home Practic Стълба 2 стъпала,,Други,,,,14.31,27.99
Kaufland,00113673,Philips Кафеавтомат,Philips,Кафе и чай,,,,230.03,449.9
Kaufland,20827843,TRISTAR Прахосмукачка робот SZ-4187,,Други,,,,56.19,109.9
Kaufland,20729398,Ayco Климатик 12FP40BW,,Други,,,,245.37,479.9
Kaufland,00087423,Rowenta Прахосмукачка RO2910EA,,Други,,,,71.53,139.9
Kaufland,00026751,Агросел Луковици за цветя,,Плодове и зеленчуци,,,,0.76,1.49
Kaufland,00026759,Агросел Луковици за цветя,,Плодове и зеленчуци,,,,1.02,1.99
Kaufland,00026760,Агросел Луковици за цветя,,Плодове и зеленчуци,,,,1.27,2.48
Kaufland,20285173,Sleep me Възглавница Blue Mood 50 х 70 см,,Други,,,,5.11,9.99
Kaufland,20284984,Sleep me Топ матрак Blue Mood,,Други,,,,40.84,79.88
Kaufland,20284986,Sleep me Топ матрак Blue Mood,,Други,,,,45.96,89.89
Kaufland,20717901,Малка градинска вила,,Други,,,,0.76,1.49
Kaufland,20284987,Sleep me Топ матрак Blue Mood,,Други,,,,51.07,99.88
Kaufland,20284983,Sleep me Топ матрак Blue Mood,,Други,,,,28.06,54.88
Kaufland,00036114,ZEBRA Салфетки,,Хигиена,,,,0.5,0.98
Kaufland,20786391,Dilios Хавлиена кърпа Meditera 30 x 50 см,,Други,,,,1.17,2.29
Kaufland,20786393,Dilios Хавлиена кърпа Meditera 50 x 80 см,,Други,,,,3.06,5.98
Kaufland,20786404,Dilios Хавлиена кърпа Meditera 70 x 140 см,,Други,,,,6.64,12.99
Kaufland,20654267,Dilios Халат Венеция S - XL,,Други,,,,22.98,44.94
Kaufland,20285170,Sleep me Възглавница Blue Mood Sense 50 х 70 см,,Други,,,,10.22,19.99
Kaufland,00096137,TED Олекотена завивка Aloe Sense 150 х 200 см,,Други,,,,15.33,29.98
Kaufland,00075557,TED Олекотена завивка Aloe Sensе 200 х 220 см,,Други,,,,20.44,39.98
Kaufland,00112840,Ditex Спален комплект Premium 3 части,,Други,,,,9.71,18.99
Kaufland,00112844,Ditex Спален комплект Premium 4 части,,Други,,,,13.29,25.99
Kaufland,00112845,Ditex Спален комплект Premium 5 части,,Други,,,,16.87,32.99
Kaufland,20278776,Ditex Чаршаф с ластик 100 х 200 см,,Други,,,,5.11,9.99
Kaufland,20278782,Ditex Чаршаф с ластик 160 х 200 см,,Други,,,,7.66,14.98
Kaufland,20278789,Ditex Чаршаф с ластик 180 x 200 см,,Други,,,,8.17,15.98
Kaufland,00084214,Ditex Чаршаф 150 х 220 см,,Други,,,,5.11,9.99
Kaufland,00084215,Ditex Чаршаф 220 х 240 см,,Други,,,,7.66,14.98
Kaufland,00077367,Ditex Калъфки за възглавница 50 х 70 см,,Други,,,,3.06,5.98
Kaufland,20833742,Liv&Bo Висок шкаф за баня 32 x 180 x 28 см,,Напитки безалкохолни,,,,46.01,89.99
Kaufland,20721670,Liv&Bo Висок шкаф за баня 32 x 180 x 28 см,,Напитки безалкохолни,,,,46.01,89.99
Kaufland,20345019,"Liv&Bo Шкаф за мивка 58,1 x 55 x 28 см",,Други,,,,40.9,79.99
Kaufland,20856162,TEFAL Грил тиган Duetto Ø26 см,Tefal,Дом,,,,18.4,35.99
Kaufland,00097050,BRIO Нож OMEGA 2 бр.,Brio,Други,2.0,pcs,,1.83,3.58
Kaufland,00097051,BRIO Прибори за основно хранене OMEGA,Brio,Дом,,,,1.83,3.58
Kaufland,00097053,BRIO Чаени лъжички OMEGA,Brio,Други,,,,2.29,4.48
Kaufland,00097054,BRIO Десертни вилички OMEGA,Brio,Сладкарски изделия,,,,2.14,4.19
Kaufland,20671454,Parkside Акумулаторна ударна бормашина,Parkside,Инструменти,,,,23,44.98
Kaufland,00061345,Remington Сешоар D3010,,Други,,,,12.77,24.98
Kaufland,20272270,Parkside Електрическа резачка,Parkside,Други,,,,51.12,99.98
Kaufland,00103201,Моп тип Пеперуда,,Почистващи,,,,3.06,5.98
Kaufland,20351285,BRIO Дъска за гладене Optima,Brio,Други,,,,14.05,27.48
Kaufland,20685622,Home Practic Сгъваем стол,,Други,,,,5.11,9.99
Kaufland,06600725,Изтривалка 40 х 60 см,,Други,,,,2.55,4.99
Kaufland,20831841,Леген пластмасов,,Други,,,,1.68,3.29
Kaufland,20685517,Home Practic Комплект микрофибърни кърпи,,Хигиена,,,,0.81,1.58
Kaufland,06600451,Стъклочистачка дръжка до 110 см,,Други,,,,2.55,4.99
Kaufland,00109331,Въже за простор 20 м,,Други,,,,0.61,1.19
Kaufland,20770016,Постелка за баня 40 х 60 см,,Други,,,,3.83,7.49
Kaufland,00014251,Muhler Четка за тоалетна,Muhler,Други,,,,2.55,4.99
Kaufland,20878688,QLUX Гевгир,,Други,,,,3.57,6.98
Kaufland,20763962,Кана за вода 1600 мл,,Други,1600.0,ml,,2.04,3.99
Kaufland,06500839,luminarc Сервиз за хранене 19 части,,Други,,,,25.56,49.99
Kaufland,20817688,BRIO Ренде Metallica,Brio,Други,,,,1.63,3.19
Kaufland,20216513,"BRIO Дъска Bamboo 30 х 20 х 0,9 см",Brio,Други,,,,1.53,2.99
Kaufland,20903536,BRIO Дъска за рязане Acacia,Brio,Други,,,,2.45,4.79
Kaufland,20719511,BRIO Електрчска мелничка,Brio,Други,,,,3.32,6.49
Kaufland,00112997,BRIO Комплект за подправки 13 части,Brio,Други,,,,9.2,17.99
Kaufland,20782047,"BRIO Тава Metallica Ø36 х 7,8 см",Brio,Други,,,,3.42,6.69
Kaufland,20782048,"BRIO Тава Metallica Ø28 х 7,2 см",Brio,Други,,,,2.45,4.79
Kaufland,20782050,"BRIO Тава Metallica Ø32 х 7,6 см",Brio,Други,,,,3.06,5.98
Kaufland,20845396,Белачка,,Други,,,,0.5,0.98
Kaufland,00017353,"Купа 1,25 л, Ø20 см",,Други,,,,0.86,1.68
Kaufland,00017354,"Купа 2,25 л, Ø24 см",,Други,,,,1.17,2.29
Kaufland,00017355,"Купа 4,5 л, Ø28 см",,Други,,,,1.68,3.29
Kaufland,00109327,PYREX Мерителна кана,,Други,,,,5.87,11.48
Kaufland,00109329,PYREX Купа,,Други,,,,4.59,8.98
Kaufland,00058788,PYREX Форма за печене или Купа,,Други,,,,4.59,8.98
Kaufland,06400090,Електрическа скара,,Други,,,,17.89,34.99
Kaufland,00101303,BRAVISSIMO Машинка за подстригване,,Други,,,,5.62,10.99
Kaufland,20668235,Parkside Въжен подемник,Parkside,Други,,,,81.8,159.99
Kaufland,20780719,Parkside Performance Акумулаторен винтоверт 2 батерии и зарядно,Parkside,Инструменти,,,,51.12,99.98
Kaufland,20783755,Parkside Акумулаторна бормашина с вкл. батерия PBSAE 12,Parkside,Инструменти,,,,20.44,39.98
Kaufland,20886262,PARKSIDE Принадлежности за боядисване различни видове,Parkside,Други,,,,2.04,3.99
Kaufland,20889645,"PARKSIDE Лак, лепило или пълнител за дърво",Parkside,Други,,,,4.59,8.98
Kaufland,20899073,PARKSIDE Ножица за рязане на метал,Parkside,Други,,,,8.68,16.98
Kaufland,20898364,PARKSIDE Чук различни видове,Parkside,Други,,,,2.55,4.99
Kaufland,20348838,Parkside Акумулаторна бормашина,Parkside,Инструменти,,,,19.42,37.98
Kaufland,20348840,Parkside Зарядно за батерии,Parkside,Инструменти,,,,10.22,19.99
Kaufland,20674722,"PARKSIDE Акумулаторна батерия 2 Ah и Зарядно 2,4 A",Parkside,Инструменти,,,,16.35,31.98
Kaufland,20740254,Parkside Мултифункционален уред за шлайфане,Parkside,Инструменти,,,,24.53,47.98
Kaufland,20748945,Parkside Пистолет с горещ силикон,Parkside,Други,,,,10.22,19.99
Kaufland,20808139,Parkside Водоструийка PHD 135 G6,Parkside,Други,,,,81.8,159.99
Kaufland,20861944,PARKSIDE Уред за заточване на свредла PBSG92A,Parkside,Други,,,,24.02,46.98
Kaufland,20862047,PARKSIDE Ексцентършлайф,Parkside,Инструменти,,,,20.44,39.98
Kaufland,20682899,Parkside Лазер с кръстосани линии и статив,Parkside,Други,,,,20.44,39.98
Kaufland,20606080,Parkside Акумулаторен листосъбирач PLSBA 40,Parkside,Напитки алкохолни,,,,61.35,119.99
Kaufland,20760204,TEFAL Тенджера под налягане 6 л,Tefal,Дом,6.0,l,,51.12,99.98
Kaufland,00083219,"BRIO Сушилник Metallica 40,5 х 24 х 38 см",Brio,Други,,,,8.68,16.98
Kaufland,20907785,Кухненска везна до 6 кг,,Други,6.0,kg,,3.83,7.49
Kaufland,00107932,Tefal Комплект съдове за готвене Ingenio Easy Cook,Tefal,Други,,,,61.3,119.89
Kaufland,00095114,BRIO Касерола Metallica Ø18 х 9 см,Brio,Други,,,,8.17,15.98
Kaufland,00095116,BRIO Тенджера Metallica Ø20 х 10 см,Brio,Дом,,,,9.2,17.99
Kaufland,00095117,"BRIO Тенджера Metallica 4,2 л, Ø22 х 11 см",Brio,Дом,,,,10.73,20.99
Kaufland,00095118,"BRIO Тенджера Metallica 5,3 л, Ø24 х 12 см",Brio,Дом,,,,11.75,22.98
Kaufland,20666318,BRIO Нож за белене Metallica 9 см,Brio,Други,,,,2.45,4.79
Kaufland,20666325,BRIO Нож Metallica различни видове,Brio,Други,,,,3.83,7.49
Kaufland,20666326,BRIO Нож на главния готвач Metallica,Brio,Други,,,,3.83,7.49
Kaufland,20666370,BRIO Нож за месо Metallica,Brio,Месо и колбаси,,,,3.47,6.79
Kaufland,20623026,BRIO Точило за ножове 13 x 7 см,Brio,Други,,,,4.85,9.49
Kaufland,00110357,AQUAPHOR Филтрираща кана за вода Smile,Aquaphor,Други,,,,7.15,13.98
Kaufland,00073727,Aquaphor Филтър за вода различни видове,Aquaphor,Други,,,,4.08,7.98
Kaufland,00077236,AQUAPHOR Филтър за вода A5,Aquaphor,Други,,,,4.08,7.98
Kaufland,20656520,Bohemia Комплект чаши Columba 260 мл или 400 мл,,Други,260.0,ml,,10.22,19.99
Kaufland,20656523,Bohemia Комплект чаши за вино Columba,,Напитки алкохолни,,,,10.22,19.99
Kaufland,20656761,Bohemia Комплект чаши Columba 6 бр.,,Други,6.0,pcs,,8.17,15.98
Kaufland,20656892,Bohemia Комплект чаши Columba,,Други,,,,8.17,15.98
Kaufland,20656913,Bohemia Комплект чаши за вино Columba,,Напитки алкохолни,,,,11.24,21.98
Kaufland,20656915,Bohemia Комплект чаши за аперитив,,Други,,,,8.94,17.49
Kaufland,06304742,Aqua Помпа за вода,,Други,,,,1.4,2.74
Kaufland,00071190,Luminarc Купа Ø11 см,,Други,,,,1.37,2.68
Kaufland,00093512,Luminarc Тава Diwali 33 х 24 х 7 см или Ø30 см,,Други,,,,4.59,8.98
Kaufland,20774570,Шкаф,,Други,,,,19.42,37.98
Kaufland,00103872,"Muhler Tабуретка 37,5 х 38 х 38 см",Muhler,Други,,,,9.71,18.99
Kaufland,20685493,BRIO Сушилник Rosso обща дължина 18 м,Brio,Други,,,,7.66,14.98
Kaufland,20783456,BRIO Термобутилка,Brio,Месо и колбаси,,,,1.27,2.48
Kaufland,07701823,"Кабели за ток 600 А, дължина 3,5 м",,Други,,,,7.66,14.98
Kaufland,20656905,Luminarc Чаша за топли напитки Flashy,,Дом,,,,2.04,3.99
Kaufland,20681486,BRIO Ръчен чопър Easy&Cosy 650 мл,Brio,Други,650.0,ml,,3.06,5.98
Kaufland,20751681,Parkside Регулируем трион,Parkside,Други,,,,3.06,5.98
Kaufland,20744944,PARKSIDE Маса за оберфреза,Parkside,Други,,,,102.21,199.91
Kaufland,00102769,Сами-М Пилешки шницели панирани замразени,,Замразени,,,,6.38,12.48
Kaufland,00068725,Фамилия Бутертесто замразено,,Месо и колбаси,,,,3.83,7.49
Kaufland,20276499,Зафирови Кашкавал от краве мляко,,Млечни продукти,,,,6.64,12.99
Kaufland,20615529,ПОБЕДА ИЗГРЕВ Обикновени бисквити,,Сладкарски изделия,,,,1.38,2.7
Kaufland,20277775,Natura Леща екстра,,Зърнени храни,,,,1.73,3.38
Kaufland,20861302,Milka Mлечен шоколад различни видове,Milka,Напитки безалкохолни,,,,3.22,6.3
Kaufland,20860193,Milka Шоколад различни видове,Milka,Напитки безалкохолни,,,,0.88,1.72
Kaufland,20844805,Milka Mлечен шоколад различни видове,Milka,Напитки безалкохолни,,,,3.22,6.3
Kaufland,20844804,Milka Шоколад различни видове,Milka,Напитки безалкохолни,,,,3.22,6.3
Kaufland,20844733,MILKA Mлечен шоколад различни видове,Milka,Напитки безалкохолни,,,,3.22,6.3
Kaufland,20834533,MILKA Млечен шоколад,Milka,Напитки безалкохолни,,,,1.71,3.34
Kaufland,20834531,Milka Шоколад избрани видове,Milka,Напитки безалкохолни,,,,1.78,3.48
Kaufland,20834526,Milka Шоколад избрани видове,Milka,Напитки безалкохолни,,,,1.78,3.48
Kaufland,20834525,Milka Шоколад различни вкусове,Milka,Напитки безалкохолни,,,,1.78,3.48
Kaufland,20834453,Milka Шоколад избрани видове,Milka,Напитки безалкохолни,,,,1.78,3.48
Kaufland,20834452,Milka Шоколад различни видове,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,02803322,Milka Бисквити Chocominis,Milka,Сладкарски изделия,,,,1.42,2.78
Kaufland,02803255,Milka Бисквити различни видове,Milka,Сладкарски изделия,,,,1.42,2.78
Kaufland,02803253,Milka Бисквити различни видове,Milka,Сладкарски изделия,,,,1.42,2.78
Kaufland,02501990,Milka Млечен шоколад малина,Milka,Напитки безалкохолни,,,,1.71,3.34
Kaufland,02501554,MILKA Млечен шоколад,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,02501553,Milka Млечен шоколад различни вкусове,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,02500142,MILKA MMMAX Шоколад различни видове,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,00094431,Milka Бисквити различни видове,Milka,Сладкарски изделия,,,,2.1,4.11
Kaufland,00061363,Milka Шоколад различни видове,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,00051110,Milka Шоколад,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,00050860,Milka Бисквити Cookies Sensations различни видове,Milka,Сладкарски изделия,,,,2.1,4.11
Kaufland,00048658,Milka Бисквити избрани видове,Milka,Сладкарски изделия,,,,2.1,4.11
Kaufland,00041099,Milka Бисквити Choc&Choc,Milka,Сладкарски изделия,,,,2.1,4.11
Kaufland,00040873,Milka Бисквити или Пръчици избрани видове,Milka,Сладкарски изделия,,,,1.42,2.78
Kaufland,00037882,Milka Млечен шоколад,Milka,Напитки безалкохолни,,,,4.64,9.08
Kaufland,00023698,Milka Шоколад избрани видове,Milka,Напитки безалкохолни,,,,1.71,3.34
Kaufland,00074533,Eti Popkek Kейк различни видове,,Други,,,,2.14,4.19
Kaufland,00083389,Roshen Аерошоколад различни видове,Roshen,Напитки безалкохолни,,,,1.63,3.19
Kaufland,00024981,Саяна Кисело мляко,Саяна,Млечни продукти,,,,1.84,3.6
