store,sku,name,brand,category,quantity_value,quantity_unit,pack_size,price_eur,price_bgn
Kaufland,00101338,STARBUCKS Кафе капсули различни видове,,Кафе и чай,,,,4.85,9.49
Kaufland,00101342,Starbucks Кафе капсули различни видове,,Кафе и чай,,,,4.85,9.49
Kaufland,20668624,Nescafe Classic Разтворимо кафе,Nescafe,Кафе и чай,,,,8.17,15.98
Kaufland,20878719,Hula Hoops Снакс различни вкусове,,Други,,,,0.61,1.19
Kaufland,20711499,Lays Чипс картофен паприка,Lays,Снаксове,,,,1.22,2.39
Kaufland,20711503,Lay's Картофен чипс различни вкусове,,Снаксове,,,,1.22,2.39
Kaufland,02702551,Chio Пуканки различни видове,,Снаксове,,,,0.5,0.98
Kaufland,02702550,Chio Пуканки за микровълнова различни вкусове,,Снаксове,,,,0.5,0.98
Kaufland,00073521,Preciozo Трюфели различни видове,,Други,,,,1.71,3.34
Kaufland,00073522,Preciozo Трюфели избрани видове,,Други,,,,1.71,3.34
Kaufland,00012162,Simsek Windy Бисквити сандвич с какаов крем,,Сладкарски изделия,,,,0.57,1.11
Kaufland,20754340,Хели Локумена вафла с лимон,,Сладкарски изделия,,,,0.2,0.39
Kaufland,20276045,BG LINE Локумена вафла Ретро различни видове,,Сладкарски изделия,,,,0.2,0.39
Kaufland,20717893,Gala Мляно кафе Ala Carte,,Кафе и чай,,,,7.66,14.98
Kaufland,00043406,Gianmarco Разтворима напитка 3 в 1,,Хляб и печива,,,,0.09,0.18
Kaufland,00063330,Melitta Кафе на зърна,Melitta,Кафе и чай,,,,17.38,33.99
Kaufland,00063329,Melitta Кафе на зърна различни видове,Melitta,Кафе и чай,,,,17.38,33.99
Kaufland,20667849,MELITTA Кафе на зърна различни видове,Melitta,Кафе и чай,,,,17.38,33.99
Kaufland,02401060,Tchibo Мляно кафе,Tchibo,Кафе и чай,,,,3.83,7.49
Kaufland,00049305,Kit Kat Десерт 4Fingers различни видове,Kit Kat,Сладкарски изделия,,,,0.61,1.19
Kaufland,00100685,Nestle LZ/ KIT KAT 4Fingers Шоколад или Десерт различни видове,Kit Kat,Напитки безалкохолни,,,,0.61,1.19
Kaufland,02800750,Боровец Вафли,,Сладкарски изделия,,,,2.19,4.28
Kaufland,02800443,Морени Тунквана вафла различни видове,,Други,,,,0.3,0.59
Kaufland,02803994,Престиж Тунквани бисквити Траяна Макси,,Сладкарски изделия,,,,1.42,2.78
Kaufland,20840330,Траяна Тунквани бисквити макси различни видове,,Сладкарски изделия,,,,1.42,2.78
Kaufland,00064378,Троя Тунквана вафла Gold,,Други,,,,0.18,0.35
Kaufland,00057830,Троя Тунквана вафла различни видове,,Други,,,,0.18,0.35
Kaufland,20284400,Kronos Печени ядки микс Делукс,,Плодове и зеленчуци,,,,3.3,6.45
Kaufland,20892892,Кашу печено,,Други,,,,12.26,23.98
Kaufland,20674538,Bianchi Nero Кафе капсули 100% Арабика,,Кафе и чай,,,,4.34,8.49
Kaufland,20674610,Bianchi Nero Кафе капсули различни видове,,Кафе и чай,,,,4.34,8.49
Kaufland,20674611,Bianchi Nero Кафе капсули различни видове,,Кафе и чай,,,,4.34,8.49
Kaufland,20674612,Bianchi Nero Кафе капсули различни видове,,Кафе и чай,,,,4.34,8.49
Kaufland,20919341,LAVA BEAR Шоколад различни видове,,Напитки безалкохолни,,,,2.04,3.99
Kaufland,02701365,Orbit Дъвки дражета различни вкусове,,Други,,,,1.99,3.89
Kaufland,00081001,Serenata Минивафли с какаов крем,,Сладкарски изделия,,,,1.68,3.29
Kaufland,00061691,Sweet way Бисквити Petit Beurre различни видове,,Сладкарски изделия,,,,0.89,1.74
Kaufland,02100542,Johnnie Walker Шотландско уиски,Johnnie Walker,Напитки алкохолни,,,,10.73,20.99
Kaufland,02100171,Jim Beam Бърбън уиски,Jim Beam,Напитки алкохолни,,,,13.8,26.99
Kaufland,02100210,Bushmills Ирландско уиски,,Напитки алкохолни,,,,16.35,31.98
Kaufland,00095710,"PLATINIUM Водка 37,5% vol",,Напитки алкохолни,,,,5.62,10.99
Kaufland,02201210,Smirnoff No.21 Водка,Smirnoff,Напитки алкохолни,,,,10.68,20.89
Kaufland,02201393,Ямболска гроздова,,Други,,,,5.97,11.68
Kaufland,00015760,Metaxa 5* Алкохолна напитка промопакет,,Хляб и печива,,,,10.22,19.99
Kaufland,20919129,Lava Bear Напитка различни видове,,Хляб и печива,,,,1.39,2.72
Kaufland,20788098,"Ариана Бира 4,5% vol",Ариана,Напитки алкохолни,,,,4.08,7.98
Kaufland,00021729,7 up Газирана напитка,,Хляб и печива,,,,0.43,0.84
Kaufland,02300022,Горна Баня Минерална вода,Горна Баня,Напитки безалкохолни,,,,0.22,0.43
Kaufland,02300091,Хисар Минерална вода,Хисар,Напитки безалкохолни,,,,0.29,0.57
Kaufland,00013658,Derby Газирана напитка различни вкусове,,Хляб и печива,,,,0.24,0.47
Kaufland,00013653,Derby Газирана напитка различни вкусове,,Хляб и печива,,,,0.24,0.47
Kaufland,00013676,Derby Газирана напитка различни вкусове,,Хляб и печива,,,,0.24,0.47
Kaufland,20682433,Emine Розе вино ЗГУ,,Напитки алкохолни,,,,3.83,7.49
Kaufland,20682432,Emine Совиньон блан ЗГУ,,Други,,,,3.83,7.49
Kaufland,00021728,PEPSI/ MIRINDA/ 7 UP Газирана напитка различни видове,Mirinda,Хляб и печива,,,,0.43,0.84
Kaufland,02300260,PEPSI/ MIRINDA/ 7 UP,Mirinda,Други,,,,0.43,0.84
Kaufland,02300262,Pepsi Twist Газирана напитка,Pepsi,Хляб и печива,,,,0.43,0.84
Kaufland,00020536,Prisun Плодова напитка различни вкусове,,Хляб и печива,,,,0.43,0.84
Kaufland,00115681,Prisun Горски плод,,Други,,,,0.43,0.84
Kaufland,00020541,Prisun Негазирана напитка портокал,,Хляб и печива,,,,0.43,0.84
Kaufland,00072076,Prisun Негазирана напитка ябълка,,Хляб и печива,,,,0.43,0.84
Kaufland,20682431,"Emine Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,3.83,7.49
Kaufland,00036539,Шуменско Бира,Шуменско,Напитки алкохолни,,,,1.12,2.19
Kaufland,20813286,Carlsberg Бира 5% vol,Carlsberg,Напитки алкохолни,,,,2.55,4.99
Kaufland,00101347,Devin Вода различни видове,Devin,Други,,,,2.38,4.65
Kaufland,00110408,Devin минерална вода,Devin,Напитки безалкохолни,,,,2.38,4.65
Kaufland,20175526,XIXO Безалкохолна газирана напитка,,Хляб и печива,,,,0.38,0.74
Kaufland,20729393,XIXO Студен чай/ Газирана напитка различни видове,,Хляб и печива,,,,0.38,0.74
Kaufland,20627306,XIXO Студен чай различни видове,,Напитки безалкохолни,,,,0.38,0.74
Kaufland,20728585,XIXO Студен чай различни вкусове,,Напитки безалкохолни,,,,0.38,0.74
Kaufland,20627085,"XIXO Студен чай или Газирана напитка, различни видове",,Хляб и печива,,,,0.38,0.74
Kaufland,00029004,"Villa Yambol Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,6.64,12.99
Kaufland,00080327,"Meandra Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00080341,"Meandra Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00080342,"Meandra Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00080343,"Meandra Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00080344,"Meandra Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00109062,"Meandra Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,4.59,8.98
Kaufland,00090910,Carlsberg Бира,Carlsberg,Напитки алкохолни,,,,0.76,1.49
Kaufland,00114601,Moretti Бира промопакет,,Напитки алкохолни,,,,2.45,4.79
Kaufland,20808339,Florina Direct Сок различни видове,,Напитки безалкохолни,,,,3.57,6.98
Kaufland,00038441,K-Classic Плодова напитка различни видове,K-Classic,Хляб и печива,,,,1.39,2.72
Kaufland,20908342,PEPSI/MIRINDA различни видове 4 х 1 л,Mirinda,Други,4.0,l,4,2.04,3.99
Kaufland,02300488,Queens Сок/Нектар/Плодова напитка различни видове,,Хляб и печива,,,,1.22,2.39
Kaufland,00052538,K-Classic Студен чай различни видове,K-Classic,Напитки безалкохолни,,,,0.66,1.29
Kaufland,02300312,Загорка Бира различни видове,Загорка,Напитки алкохолни,,,,0.53,1.04
Kaufland,00036555,Шуменско Бира,Шуменско,Напитки алкохолни,,,,0.5,0.98
Kaufland,01801620,САНДАНСКИ МЕЛНИКЪ/ КЕРАЦУДА Червено или Бяло вино,,Напитки алкохолни,,,,6.13,11.99
Kaufland,20084993,HANKEY BANNISTER Шотландско уиски 40% vol,,Напитки алкохолни,,,,14.82,28.99
Kaufland,20338150,"Purcari 1827 Червено, Бяло вино или Розе различни сортове",,Напитки алкохолни,,,,7.41,14.49
Kaufland,20758446,"Savex Гел, Прах или Капсули различни видове",,Кафе и чай,,,,9.71,18.99
Kaufland,00092408,Fairy Препарат за съдове избрани видове,Fairy,Почистващи,,,,2.8,5.48
Kaufland,05100215,Always Дамски превръзки различни видове,,Други,,,,2.49,4.87
Kaufland,00093218,Dante Храна за кучета с вкус на говеждо,,Месо и колбаси,,,,2.04,3.99
Kaufland,20815947,Lenor Омекотител или Парфюмни перли,Lenor,Почистващи,,,,4.85,9.49
Kaufland,20825574,LENOR Омекотител или Парфюмни перли,Lenor,Почистващи,,,,4.85,9.49
Kaufland,20696641,PERSIL Гел или Капсули,Persil,Кафе и чай,,,,18.4,35.99
Kaufland,20798803,PERSIL гел 100 пранета капсули 68 пранета,Persil,Кафе и чай,,,,18.4,35.99
Kaufland,20700547,Domestos WC гел,Domestos,Други,,,,2.34,4.58
Kaufland,05000411,Domestos Почистващ препарат различни видове,Domestos,Почистващи,,,,2.34,4.58
Kaufland,00101042,Maliva Тоалетна хартия промопакет,,Напитки алкохолни,,,,9.71,18.99
Kaufland,00071259,Emeka Тоалетна хартия Paradise,,Хигиена,,,,9.2,17.99
Kaufland,00076711,Pampers Пелени или Гащички,,Други,,,,22.99,44.96
Kaufland,00098358,Pampers Бебешки пелени или гащички,,Други,,,,22.99,44.96
Kaufland,00063087,Pampers Пелени или Гащички,,Други,,,,22.99,44.96
Kaufland,20917928,"BEBELAN Бебешки влажни кърпички различни видове, 88 бр.",,Хигиена,88.0,pcs,,1.53,2.99
Kaufland,04803164,Lactacyd Гел за интимна хигиена различни видове,,Други,,,,3.57,6.98
Kaufland,20272849,Lactacyd Интимен гел различни видове,,Други,,,,3.57,6.98
Kaufland,00092750,Lactacyd Интимен гел различни видове,,Други,,,,3.57,6.98
Kaufland,04803950,Lactacyd Интимен гел различни видове,,Други,,,,3.57,6.98
Kaufland,04802381,Nancy Тоалетен сапун различни видове,,Козметика,,,,0.63,1.23
Kaufland,04802382,Nancy Тоалетен сапун мляко и бадем,,Млечни продукти,,,,0.63,1.23
Kaufland,04802383,Nancy Тоалетен сапун витамин Е и морков,,Козметика,,,,0.63,1.23
Kaufland,00111224,Gillette Пяна за бръснене различни видове,Gillette,Други,,,,1.78,3.48
Kaufland,00111212,Gillette Пяна за бръснене различни видове,Gillette,Други,,,,1.78,3.48
Kaufland,00111225,Gillette Пяна за бръснене различни видове,Gillette,Други,,,,1.78,3.48
Kaufland,00042664,Поморин Паста за зъби избрани видове,,Паста и тестени,,,,0.69,1.35
Kaufland,00042665,ПОМОРИН Паста за зъби различни видове,,Паста и тестени,,,,0.69,1.35
Kaufland,00042666,ПОМОРИН Паста за зъби различни видове,,Паста и тестени,,,,0.69,1.35
Kaufland,20664061,Clear Men Шампоан различни видове,,Козметика,,,,4.21,8.23
Kaufland,20664129,Clear Men Шампоан различни видове,,Козметика,,,,4.21,8.23
Kaufland,20664060,Clear Men Шампоан различни видове,,Козметика,,,,4.21,8.23
Kaufland,00089753,Safeguard Течен сапун различни видове,,Козметика,,,,1.61,3.15
Kaufland,20652366,Safeguard Течен сапун Tropical,,Козметика,,,,1.61,3.15
Kaufland,00089752,Genera Течен сапун различни видове,,Козметика,,,,1.61,3.15
Kaufland,00047927,Ola Тампони за почистване 120 бр.,,Други,120.0,pcs,,0.73,1.43
Kaufland,00084923,Nivea Дезодорант различни видове,Nivea,Козметика,,,,3.57,6.98
Kaufland,20858009,Nivea Дезодорант различни видове,Nivea,Козметика,,,,3.57,6.98
Kaufland,20347481,Nivea Дезодорант спрей различни видове,Nivea,Козметика,,,,3.57,6.98
Kaufland,00084925,Nivea Дезодорант различни видове,Nivea,Козметика,,,,3.57,6.98
Kaufland,20763729,"Pantene Шампоан, Балсам, Маска или Крем за коса",,Козметика,,,,4.59,8.98
Kaufland,20763725,"Pantene Шампоан, Балсам, Маска или Крем за коса",,Козметика,,,,4.59,8.98
Kaufland,00046606,Pantene Шампоан/ Балсам,,Козметика,,,,4.59,8.98
Kaufland,04801807,Colgate Max Паста или Четка за зъби 75 мл или 2 бр.,Colgate,Паста и тестени,75.0,ml,,1.78,3.48
Kaufland,00082503,Colgate Паста за зъби,Colgate,Паста и тестени,,,,1.78,3.48
Kaufland,04803350,Colgate Паста за зъби Max Fresh,Colgate,Паста и тестени,,,,1.78,3.48
Kaufland,00100959,Colgate Четка за зъби Max White Charcoal,Colgate,Други,,,,1.78,3.48
Kaufland,04805482,Aquafresh Паста или Четка за зъби,,Паста и тестени,,,,1.53,2.99
Kaufland,04805483,Aquafresh Паста за зъби различни видове,,Паста и тестени,,,,1.53,2.99
Kaufland,04801761,Aquafresh Четка за зъби,,Други,,,,1.53,2.99
Kaufland,20003629,Fa Душ гел различни видове,,Козметика,,,,3.57,6.98
Kaufland,20017295,Fa Душ гел различни видове,,Козметика,,,,3.57,6.98
Kaufland,20064764,Fa Душ гел различни видове,,Козметика,,,,3.57,6.98
Kaufland,20064765,Fa Душ гел различни видове,,Козметика,,,,3.57,6.98
Kaufland,04800470,Dove Дезодорант спрей или стик,Dove,Козметика,,,,2.8,5.48
Kaufland,20809566,Dove Део спрей Invisible Fresh,Dove,Други,,,,2.8,5.48
Kaufland,04804650,Dove Деоспрей различни видове,Dove,Други,,,,2.8,5.48
Kaufland,04804653,DOVE Дезодорант спрей или стик,Dove,Козметика,,,,2.8,5.48
Kaufland,04800472,Dove Деоспрей различни видове,Dove,Други,,,,2.8,5.48
Kaufland,00047863,DOVE Дезодорант спрей или стик,Dove,Козметика,,,,2.8,5.48
Kaufland,04804061,Gillette Део гел различни видове,Gillette,Други,,,,3.37,6.59
Kaufland,04801538,Gillette Дезодорант гел различни видове,Gillette,Козметика,,,,3.37,6.59
Kaufland,20105411,Gillette Рол он Power Rush,Gillette,Други,,,,3.37,6.59
Kaufland,04700116,Nivea Афтършейв балсам или Лосион различни видове,Nivea,Други,,,,6.13,11.99
Kaufland,04700115,Nivea Афтършейв балсам или лосион различни видове,Nivea,Други,,,,6.13,11.99
Kaufland,20034537,AXE Дезодорант различни видове,,Козметика,,,,2.89,5.65
Kaufland,20710116,AXE Дезодорант различни видове,,Козметика,,,,2.89,5.65
Kaufland,20182636,AXE Дезодорант различни видове,,Козметика,,,,2.89,5.65
Kaufland,20172648,AXE Дезодорант различни видове,,Козметика,,,,2.89,5.65
Kaufland,20086870,AXE Дезодорант различни видове,,Козметика,,,,2.89,5.65
Kaufland,20078680,AXE Дезодорант различни видове,,Козметика,,,,2.89,5.65
Kaufland,20825355,OLD SPICE Душ гел Epic Legend,,Козметика,,,,3.32,6.49
Kaufland,00078563,Old Spice Душ гел различни видове,,Козметика,,,,3.32,6.49
Kaufland,04802630,B.U. Дезодорант спрей различни видове,,Козметика,,,,2.29,4.48
Kaufland,00087033,B.U. Дезодорант спрей различни видове,,Козметика,,,,2.29,4.48
Kaufland,00065524,B.U. Дезодорант спрей различни видове,,Козметика,,,,2.29,4.48
Kaufland,00046813,"Nivea Крем, Мляко или Лосион за тяло",Nivea,Млечни продукти,,,,4.08,7.98
Kaufland,04801040,Nivea Крем,Nivea,Козметика,,,,4.08,7.98
Kaufland,04803614,Nivea Лосион за тяло Repair & Care,Nivea,Други,,,,4.08,7.98
Kaufland,04800132,Nivea Мляко за тяло различни видове,Nivea,Млечни продукти,,,,4.08,7.98
Kaufland,00070095,TESORI D'ORIENTE Душ крем различни видове,,Козметика,,,,4.34,8.49
Kaufland,00102808,Tesori D'Oriente Душ крем Persia,,Козметика,,,,4.34,8.49
Kaufland,00070102,TESORI D'ORIENTE Душ крем различни видове,,Козметика,,,,4.34,8.49
Kaufland,00070104,Tesori D'Oriente Душ крем Black Rose,,Козметика,,,,4.34,8.49
Kaufland,00076024,NAN Мляко Comfortis,,Млечни продукти,,,,14.82,28.99
Kaufland,00086337,Nan 3 Адаптирано мляко Comfortis,,Млечни продукти,,,,14.82,28.99
Kaufland,20811164,Teo Течен сапун Rich Milk различни видове,,Козметика,,,,1.42,2.78
Kaufland,20811141,Teo Течен сапун Rich Milk различни видове,,Козметика,,,,1.42,2.78
Kaufland,20811143,Teo Течен сапун Rich Milk различни видове,,Козметика,,,,1.42,2.78
Kaufland,20755351,GILLETTE Самобръсначка Fusion/Proglid 4 - 5 ножчета + поставка,Gillette,Други,,,,19.93,38.98
Kaufland,20734150,Gillette Самобръсначка с 4 ножчета и поставка,Gillette,Други,,,,19.93,38.98
Kaufland,20654142,"Ariel Прах, Гел или Капсули",Ariel,Кафе и чай,,,,13.8,26.99
Kaufland,20607926,Semana Омекотител различни видове,,Почистващи,,,,6.64,12.99
Kaufland,03400293,Whiskas Суха храна за котки различни видове,Whiskas,Храна за животни,,,,1.53,2.99
Kaufland,20819290,AGIVA Антибактериални мокри кърпички,,Хигиена,,,,1.66,3.25
Kaufland,20867950,K-CLASSIC Носни кърпички четирипластови,K-Classic,Хигиена,,,,1.53,2.99
Kaufland,20748075,Fairy Таблетки за съдомиялна избрани видове,Fairy,Други,,,,20.39,39.88
Kaufland,20748078,"Fairy табл. за съдомиялна XXL Platinum Plus , 88 бр.",Fairy,Други,88.0,pcs,,20.39,39.88
Kaufland,04902783,Alvina Гел различни видове,,Други,,,,6.38,12.48
Kaufland,04902784,Alvina Гел различни видове,,Други,,,,6.38,12.48
Kaufland,00085255,Papia Тоалeтна хартия различни видове,,Други,,,,7.66,14.98
Kaufland,00085256,Papia Тоалeтна хартия различни видове,,Други,,,,7.66,14.98
Kaufland,00070343,PERFEX Тоалетна хартия трипластова,,Хигиена,,,,4.85,9.49
Kaufland,00080162,DANTE Храна за кучета различни видове,,Храна за животни,,,,1.42,2.78
Kaufland,00080161,Dante Храна за кучета различни видове,,Храна за животни,,,,1.42,2.78
Kaufland,20279789,Whiskas Пауч за котки различни видове,Whiskas,Други,,,,1.53,2.99
Kaufland,20279791,WHISKAS Пауч за котки избрани видове,Whiskas,Други,,,,1.53,2.99
Kaufland,03400116,Gourmet Gold Храна за котки различни видове,Gourmet,Храна за животни,,,,0.61,1.19
Kaufland,00052334,Sunny dog Суха храна за кучета,,Храна за животни,,,,7.41,14.49
Kaufland,20835551,K-CLASSIC Котешка тоалетна,K-Classic,Храна за животни,,,,3.32,6.49
Kaufland,20345184,K-Classic Храна за котки различни видове,K-Classic,Храна за животни,,,,0.69,1.35
Kaufland,20345185,K-CLASSIC Храна за котки консерва,K-Classic,Консерви,,,,0.69,1.35
Kaufland,00088843,Purina One Суха храна за котки / кучета различни видове,,Храна за животни,,,,4.44,8.68
Kaufland,00076853,Purina One Суха храна за котки / кучета различни видове,,Храна за животни,,,,4.44,8.68
Kaufland,00041427,K-Classic Храна за кучета различни видове,K-Classic,Храна за животни,,,,0.71,1.39
Kaufland,00041534,K-Classic Храна за кучета различни видове,K-Classic,Храна за животни,,,,0.71,1.39
Kaufland,20899900,TEO BEBE FUTURE Гел,,Други,,,,9.6,18.78
Kaufland,20899901,TEO BEBE FUTURE Гел 45 пранета,,Други,,,,9.6,18.78
Kaufland,20917894,PARODONTAX Паста за зъби Strengthen&Protect,,Паста и тестени,,,,6.13,11.99
Kaufland,20881638,SWITCH ON Смути блендер SOSMA,,Други,,,,13.8,26.99
Kaufland,20864265,Princess Машина за хотдог,,Други,,,,20.44,39.98
Kaufland,20270056,SWITCH ON Машина за пуканки,,Снаксове,,,,15.33,29.98
Kaufland,00062869,Tefal Сандвич тостер SM1552,Tefal,Хляб и печива,,,,23,44.98
Kaufland,20890967,SWITCH ON Електрически спрей моп,,Почистващи,,,,40.9,79.99
Kaufland,20704685,Philips Самобръсначка S1134/00,Philips,Други,,,,28.11,54.98
Kaufland,00093503,PHILIPS Машинка за подстригване HC3505/15,Philips,Други,,,,17.89,34.99
Kaufland,00108706,PHILIPS Тример BT320614,Philips,Други,,,,20.44,39.98
Kaufland,00099446,Philips Тример за нос NT1650/16,Philips,Други,,,,12.77,24.98
Kaufland,20720654,Delonghi Кафеавтомат ECAM,,Кафе и чай,,,,245.37,479.9
Kaufland,20819754,LIV&BO Кутия за бижута за път,,Други,,,,4.59,8.98
Kaufland,20869627,SWITCH ON Чопър 2 в 1 EDS SOZE 200,,Други,,,,15.33,29.98
Kaufland,20760854,SWITCH ON Нагревател за бюфет SBW 300,,Други,,,,30.67,59.99
Kaufland,20345515,SWITCH ON Фритюрник с горещ въздух SHFD 1400 C1,,Други,,,,51.12,99.98
Kaufland,20692726,SWITCH ON Стъклена кана за вода,,Други,,,,25.56,49.99
Kaufland,20403487,Vileda Комплект за почистване,,Други,,,,25.56,49.99
Kaufland,00073468,Vileda Моп PVA тип пеперуда,,Почистващи,,,,14.31,27.99
Kaufland,00083572,Vileda Резерва за моп Ultramax,,Почистващи,,,,8.68,16.98
Kaufland,20763204,"Alpfa Кутия 60 л, 59 x 39 x 36 см",,Други,,,,8.17,15.98
Kaufland,06601370,Стъклочистачка,,Други,,,,3.83,7.49
Kaufland,20557823,Пазарска кошница,,Други,,,,2.55,4.99
Kaufland,20685368,Honey Шкаф 4 чекмеджета,,Други,,,,16.35,31.98
Kaufland,00053560,Muhler Сгъваема табуретка,Muhler,Други,,,,8.68,16.98
Kaufland,20781810,K-Classic Изтривалка 40 х 60 см,K-Classic,Други,,,,4.08,7.98
Kaufland,20781815,K-Classic Изтривалка,K-Classic,Други,,,,4.08,7.98
Kaufland,20693594,Liv&Bo Изтривалка различни видове,,Други,,,,2.55,4.99
Kaufland,20792774,LUIGI FERRERO Чаша за капучино Coffeina 350 мл,Ferrero,Дом,350.0,ml,,5.11,9.99
Kaufland,20906750,Чаша за еспресо Coffeina 80 мл,,Кафе и чай,80.0,ml,,6.13,11.99
Kaufland,00110327,Tefal Комплект съдове за готвене Duetto,Tefal,Други,,,,76.64,149.89
Kaufland,20773941,Vileda Резервна гъба за моп тип пеперуда,,Почистващи,,,,5.11,9.99
Kaufland,20006201,Vileda Калъф за дъска за гладене,,Други,,,,8.17,15.98
Kaufland,00112998,Luminarc Сервиз за хранене Plumy,,Други,,,,15.33,29.98
Kaufland,20676183,Casa Si Сушилник обща дължина 20 м,,Други,,,,17.89,34.99
Kaufland,20745423,Parkside Комплект четка с лопатка различни видове,Parkside,Други,,,,5.11,9.99
Kaufland,20777029,Dilios Халат за баня Петра S - XL,,Други,,,,21.98,42.99
Kaufland,20273562,Spice&Soul Кухненски помощници различни видове,,Други,,,,1.53,2.99
Kaufland,20898939,"SPICE&SOUL Термос 0,5 л",,Други,0.5,l,,4.08,7.98
Kaufland,20862552,SPICE&SOUL Тиган за палачинки различни видове,,Дом,,,,11.75,22.98
Kaufland,20275355,Spice&Soul Дъска или Кутия за чай,,Кафе и чай,,,,4.08,7.98
Kaufland,20899793,LIV&BO Възглавница 50 х 70 см,,Други,,,,4.08,7.98
Kaufland,20899710,LIV&BO Възглавница за път,,Други,,,,4.59,8.98
Kaufland,20886421,LIV&BO Одеяло 150 x 200 см,,Други,,,,6.13,11.99
Kaufland,20886415,LIV&BO Чаршаф с ластик 140-160 x 200 см,,Други,,,,7.15,13.98
Kaufland,20886417,LIV&BO Чаршаф с ластик 180-200 x 200 см,,Други,,,,8.68,16.98
Kaufland,20886420,LIV&BO Чаршаф с ластик 90-100 x 200 см,,Други,,,,5.11,9.99
Kaufland,20780594,Liv&Bo Скрин 40 x 78 x 48 см,,Други,,,,46.01,89.99
Kaufland,20780595,Liv&Bo Скрин с 3 чекмеджета 80 x 78 x 48 см,,Други,,,,66.41,129.89
Kaufland,20780596,"Liv&Bo Скрин с 4 чекмеджета 80 x 101,5 x 48 см",,Други,,,,76.64,149.89
Kaufland,20899659,LIV&BO Спален комплект сатен,,Други,,,,11.75,22.98
Kaufland,20899789,LIV&BO Спален комплект 2 части,,Други,,,,5.11,9.99
Kaufland,20899775,LIV&BO Спален комплект,,Други,,,,7.66,14.98
Kaufland,20896308,DILIOS Хавлиена кърпа Fresh 30 x 50 см,,Други,,,,1.53,2.99
Kaufland,20896310,DILIOS Хавлиена кърпа Fresh 70 x 140 см,,Други,,,,8.17,15.98
Kaufland,00106397,Ditex Възглавница Премиум 50 х 70 см,,Други,,,,3.06,5.98
Kaufland,20793278,LIV&BO Пътека 70 x 150 см или 50 x 180 см,,Други,,,,11.75,22.98
Kaufland,20886410,SPICE&SOUL Кухненски кърпи 50 x 70 см,,Хигиена,,,,6.64,12.99
Kaufland,05101331,Zebra Кухненска ролка,,Други,,,,1.16,2.27
Kaufland,20889241,TEFAL Форма за кекс Ceramik 23 х 12 см,Tefal,Хляб и печива,,,,7.66,14.98
Kaufland,20889213,TEFAL Форма за кекс Ceramik Ø17 см,Tefal,Хляб и печива,,,,6.13,11.99
Kaufland,20664336,Tefal Комплект тенджери под налягане Secure,Tefal,Други,,,,71.53,139.9
Kaufland,20889238,TEFAL Форма за мъфини Ceramik 6 гнезда,Tefal,Хляб и печива,,,,10.22,19.99
Kaufland,20884096,TEFAL Форма за мъфини Ceramik 12 гнезда,Tefal,Хляб и печива,,,,14.31,27.99
Kaufland,20884095,TEFAL Форма за торта Ceramik 20 x 20 см,Tefal,Сладкарски изделия,,,,9.2,17.99
Kaufland,20342293,BRIO Грил тиган 35 х 25 см,Brio,Дом,,,,11.24,21.98
Kaufland,20877341,"Vitrinor Тиган Ø20 x 4,5 см",,Дом,,,,7.66,14.98
Kaufland,20877343,"Vitrinor Тиган Ø28 x 5,3 см",,Дом,,,,11.24,21.98
Kaufland,20782366,Pyrex Форма за печене Iconics 35 х 35 см,,Други,,,,3.83,7.49
Kaufland,20782367,PYREX Форма за печене Iconics различни видове,,Други,,,,3.83,7.49
Kaufland,20670369,Liv&Bo Седалка за тоалетна чиния различни видове,,Дом,,,,11.75,22.98
Kaufland,20779146,Liv&Bo Смесител за душ или вана,,Други,,,,29.14,56.99
Kaufland,20758657,Liv&Bo Душ слушалка различни видове,,Други,,,,5.62,10.99
Kaufland,20772037,Перо за подсушаване на баня,,Други,,,,1.02,1.99
Kaufland,20559055,Easymaxx Душ слушалка 3 в 1,,Други,,,,8.17,15.98
Kaufland,20770626,Liv&Bo Дигитален кантар до 180 кг,,Други,180.0,kg,,9.2,17.99
Kaufland,00027369,Muhler Кош за отпадъци,Muhler,Други,,,,6.13,11.99
Kaufland,20702881,K-Classic Четка за тоалетна,K-Classic,Други,,,,2.55,4.99
Kaufland,20847532,Кош за пране 27 л,,Други,27.0,l,,3.06,5.98
Kaufland,20791655,Home Practic Сгъваем леген 26 л,,Други,26.0,l,,7.66,14.98
Kaufland,20908069,K-Classic Кофа 12 л,K-Classic,Други,12.0,l,,2.04,3.99
Kaufland,20889327,Сгъваема кофа 10 л,,Други,10.0,l,,3.06,5.98
Kaufland,20699249,K-Classic Щипки за пране 20 бр.,K-Classic,Други,20.0,pcs,,1.78,3.48
